cliente;atrasos;Resposta;temporel;valorfatura;p_gastoalim;regiaorisco;rendamensal
7413;4;1;3;2;3;3;4
7414;2;1;1;2;3;2;2
7415;3;0;4;3;1;4;4
7416;2;0;3;2;2;4;2
7417;2;1;4;3;2;1;4
7418;4;0;3;2;2;4;3
7419;3;1;4;1;3;4;3
7420;2;0;3;3;4;3;3
7421;1;0;1;1;2;2;3
7422;3;0;4;3;4;4;4
7423;3;0;3;1;1;3;2
7424;1;1;2;3;2;4;1
7425;1;0;3;1;4;4;2
7426;1;0;4;2;1;1;3
7427;4;0;4;3;3;1;3
7428;2;0;4;1;4;3;2
7429;2;0;4;4;3;4;1
7430;3;1;4;3;2;3;2
7431;3;1;2;2;1;3;2
7432;3;0;3;1;3;1;2
7433;1;0;4;1;3;3;3
7434;3;1;4;2;2;3;1
7435;1;0;2;1;4;3;1
7436;2;1;4;3;1;2;1
7437;3;0;3;2;4;1;3
7438;2;1;1;1;1;1;4
7439;4;1;1;2;1;3;2
7440;3;1;3;1;4;1;3
7441;2;0;4;3;3;4;1
7442;4;1;4;2;1;4;2
7443;4;1;3;1;1;1;3
7444;2;0;4;1;4;2;1
7445;3;0;1;2;1;2;2
7446;3;1;1;2;2;3;3
7447;3;0;2;3;4;1;4
7448;4;1;4;4;4;2;1
7449;2;0;2;1;4;3;1
7450;4;1;3;1;2;3;1
7451;1;1;3;1;1;3;1
7452;3;1;1;1;3;2;2
7453;3;1;1;2;3;1;4
7454;1;0;4;4;4;4;4
7455;2;1;1;2;3;2;3
7456;2;1;3;2;1;2;4
7457;2;0;1;1;3;3;4
7458;1;0;4;1;3;4;1
7459;4;1;3;4;3;2;1
7460;2;1;1;3;2;2;1
7461;4;1;3;3;2;1;4
7462;2;1;1;3;3;1;4
7463;4;1;1;1;4;3;1
7464;4;0;3;4;4;4;2
7465;4;1;2;3;1;3;1
7466;2;0;4;1;3;3;4
7467;2;1;1;1;2;4;3
7468;4;1;1;1;4;2;1
7469;2;0;3;3;2;3;3
7470;4;0;1;4;4;3;3
7471;1;0;4;1;1;4;3
7472;2;0;2;1;2;2;2
7473;4;1;2;1;1;3;2
7474;2;1;2;1;3;1;2
7475;2;0;2;3;1;2;3
7476;3;1;4;1;1;1;1
7477;1;0;2;3;3;3;2
7478;1;0;4;4;4;1;1
7479;4;1;3;4;3;3;4
7480;4;1;1;1;1;1;1
7481;1;0;3;3;1;1;2
7482;3;0;1;2;4;4;4
7483;3;1;3;2;1;4;4
7484;3;1;1;2;1;3;1
7485;4;1;3;3;2;1;4
7486;4;1;2;2;1;2;3
7487;1;0;3;4;3;2;1
7488;3;1;1;2;3;2;1
7489;2;1;2;2;3;1;3
7490;2;0;3;2;4;3;4
7491;1;0;2;2;4;2;3
7492;3;1;2;4;3;1;2
7493;3;1;4;1;2;4;2
7494;4;1;3;1;2;3;4
7495;4;0;4;1;3;4;3
7496;1;1;4;2;3;4;4
7497;2;1;2;2;1;1;1
7498;2;0;1;2;4;3;4
7499;2;0;1;1;2;2;1
7500;2;0;1;1;4;2;1
7501;2;0;3;3;4;3;2
7502;2;0;4;3;4;3;3
7503;1;0;1;3;3;3;4
7504;3;0;3;4;4;4;3
7505;3;0;4;4;3;2;4
7506;1;1;2;1;1;2;3
7507;3;1;4;2;1;2;1
7508;3;0;3;1;1;1;2
7509;4;1;3;2;2;4;2
7510;2;0;4;4;1;3;3
7511;3;1;3;2;1;1;3
7512;4;1;2;4;4;2;4
7513;1;0;4;1;1;3;3
7514;1;0;4;3;2;2;2
7515;2;1;2;4;4;1;3
7516;2;0;1;4;1;2;3
7517;2;0;4;1;2;1;3
7518;1;1;2;1;1;2;3
7519;2;1;1;1;2;2;1
7520;4;1;1;2;4;1;2
7521;4;1;2;1;1;3;3
7522;3;0;3;1;4;4;4
7523;4;1;1;2;1;1;1
7524;2;0;1;4;1;1;3
7525;2;1;3;2;2;4;3
7526;1;0;4;2;4;1;4
7527;4;1;2;3;2;2;1
7528;2;0;3;1;3;2;4
7529;1;0;2;3;3;3;2
7530;1;0;3;2;3;3;2
7531;1;0;2;3;3;4;4
7532;1;0;2;4;1;1;3
7533;1;0;1;2;1;4;4
7534;2;1;2;2;4;2;2
7535;4;1;1;4;3;4;4
7536;3;1;4;1;4;1;1
7537;4;1;1;1;3;2;4
7538;4;1;2;4;1;2;2
7539;2;0;3;2;4;2;2
7540;1;0;3;1;2;3;4
7541;1;0;1;1;1;4;2
7542;1;0;4;1;3;4;3
7543;2;0;1;1;3;2;1
7544;3;0;3;2;3;4;4
7545;2;0;2;2;3;1;3
7546;2;0;2;2;4;4;4
7547;3;1;4;2;3;2;2
7548;3;1;1;2;2;3;4
7549;3;1;3;3;2;2;2
7550;1;1;3;4;1;1;1
7551;1;1;1;4;2;1;2
7552;4;1;1;1;2;1;1
7553;3;1;1;1;2;2;1
7554;3;0;4;4;4;4;1
7555;4;0;2;4;2;4;2
7556;2;1;4;1;2;1;4
7557;3;1;3;1;2;2;1
7558;4;0;1;2;4;2;1
7559;3;1;2;1;1;2;1
7560;1;0;3;4;4;3;2
7561;1;0;3;2;2;4;1
7562;1;1;1;1;1;2;2
7563;3;0;4;2;4;1;4
7564;4;1;3;1;1;1;3
7565;4;1;1;3;1;1;1
7566;2;1;4;1;3;1;3
7567;4;1;2;1;4;1;3
7568;2;1;4;4;1;1;1
7569;3;1;1;3;3;1;4
7570;1;0;2;4;3;4;2
7571;4;0;4;2;3;2;3
7572;2;1;1;3;4;4;2
7573;3;1;2;1;2;2;2
7574;2;1;1;1;1;3;1
7575;4;1;3;2;3;4;4
7576;3;1;1;2;2;1;4
7577;1;0;1;2;3;4;2
7578;3;1;1;1;3;1;3
7579;2;0;2;2;3;4;1
7580;4;0;2;4;3;3;2
7581;2;0;1;2;4;1;4
7582;1;0;4;4;4;4;4
7583;1;0;4;3;4;4;4
7584;2;0;3;1;3;2;4
7585;4;0;4;2;4;4;1
7586;4;1;4;2;1;1;3
7587;4;1;2;2;1;2;2
7588;2;1;1;4;2;1;1
7589;1;0;4;1;3;4;3
7590;3;1;4;2;1;1;2
7591;3;1;1;3;1;4;3
7592;1;0;3;2;4;4;4
7593;2;0;1;3;4;2;1
7594;3;0;1;3;3;4;3
7595;3;1;1;1;1;1;3
7596;2;0;3;2;3;3;2
7597;1;0;2;1;4;2;4
7598;4;1;1;3;4;3;2
7599;3;1;3;4;1;3;2
7600;1;0;3;3;3;1;3
7601;2;0;3;2;4;4;3
7602;1;0;3;2;3;3;4
7603;1;0;2;4;3;2;3
7604;3;1;1;1;2;2;1
7605;3;1;2;2;3;1;3
7606;2;0;4;3;4;4;4
7607;3;1;3;3;1;4;2
7608;2;0;1;1;1;2;1
7609;1;1;1;2;3;3;2
7610;3;1;3;2;1;2;2
7611;2;0;1;2;2;1;4
7612;4;0;2;3;2;4;1
7613;2;0;4;4;2;1;4
7614;4;1;1;3;4;4;1
7615;2;0;4;2;4;1;4
7616;4;1;3;2;3;3;4
7617;2;1;1;2;3;2;2
7618;3;0;4;3;1;4;4
7619;2;0;3;2;2;4;2
7620;2;1;4;3;2;1;4
7621;4;0;3;2;2;4;3
7622;3;1;4;1;3;4;3
7623;2;0;3;3;4;3;3
7624;1;0;1;1;2;2;3
7625;3;0;4;3;4;4;4
7626;3;0;3;1;1;3;2
7627;1;1;2;3;2;4;1
7628;1;0;3;1;4;4;2
7629;1;0;4;2;1;1;3
7630;4;0;4;3;3;1;3
7631;2;0;4;1;4;3;2
7632;2;0;4;4;3;4;1
7633;3;1;4;3;2;3;2
7634;3;1;2;2;1;3;2
7635;3;0;3;1;3;1;2
7636;1;0;4;1;3;3;3
7637;3;1;4;2;2;3;1
7638;1;0;2;1;4;3;1
7639;2;1;4;3;1;2;1
7640;3;0;3;2;4;1;3
7641;2;1;1;1;1;1;4
7642;4;1;1;2;1;3;2
7643;3;1;3;1;4;1;3
7644;2;0;4;3;3;4;1
7645;4;1;4;2;1;4;2
7646;4;1;3;1;1;1;3
7647;2;0;4;1;4;2;1
7648;3;0;1;2;1;2;2
7649;3;1;1;2;2;3;3
7650;3;0;2;3;4;1;4
7651;4;1;4;4;4;2;1
7652;2;0;2;1;4;3;1
7653;4;1;3;1;2;3;1
7654;1;1;3;1;1;3;1
7655;3;1;1;1;3;2;2
7656;3;1;1;2;3;1;4
7657;1;0;4;4;4;4;4
7658;2;1;1;2;3;2;3
7659;2;1;3;2;1;2;4
7660;2;0;1;1;3;3;4
7661;1;0;4;1;3;4;1
7662;4;1;3;4;3;2;1
7663;2;1;1;3;2;2;1
7664;4;1;3;3;2;1;4
7665;2;1;1;3;3;1;4
7666;4;1;1;1;4;3;1
7667;4;0;3;4;4;4;2
7668;4;1;2;3;1;3;1
7669;2;0;4;1;3;3;4
7670;2;1;1;1;2;4;3
7671;4;1;1;1;4;2;1
7672;2;0;3;3;2;3;3
7673;4;0;1;4;4;3;3
7674;1;0;4;1;1;4;3
7675;2;0;2;1;2;2;2
7676;4;1;2;1;1;3;2
7677;2;1;2;1;3;1;2
7678;2;0;2;3;1;2;3
7679;3;1;4;1;1;1;1
7680;1;0;2;3;3;3;2
7681;1;0;4;4;4;1;1
7682;4;1;3;4;3;3;4
7683;4;1;1;1;1;1;1
7684;1;0;3;3;1;1;2
7685;3;0;1;2;4;4;4
7686;3;1;3;2;1;4;4
7687;3;1;1;2;1;3;1
7688;4;1;3;3;2;1;4
7689;4;1;2;2;1;2;3
7690;1;0;3;4;3;2;1
7691;3;1;1;2;3;2;1
7692;2;1;2;2;3;1;3
7693;2;0;3;2;4;3;4
7694;1;0;2;2;4;2;3
7695;3;1;2;4;3;1;2
7696;3;1;4;1;2;4;2
7697;4;1;3;1;2;3;4
7698;4;0;4;1;3;4;3
7699;1;1;4;2;3;4;4
7700;2;1;2;2;1;1;1
7701;2;0;1;2;4;3;4
7702;2;0;1;1;2;2;1
7703;2;0;1;1;4;2;1
7704;2;0;3;3;4;3;2
7705;2;0;4;3;4;3;3
7706;1;0;1;3;3;3;4
7707;3;0;3;4;4;4;3
7708;3;0;4;4;3;2;4
7709;1;1;2;1;1;2;3
7710;3;1;4;2;1;2;1
7711;3;0;3;1;1;1;2
7712;4;1;3;2;2;4;2
7713;2;0;4;4;1;3;3
7714;3;1;3;2;1;1;3
7715;4;1;2;4;4;2;4
7716;1;0;4;1;1;3;3
7717;1;0;4;3;2;2;2
7718;2;1;2;4;4;1;3
7719;2;0;1;4;1;2;3
7720;2;0;4;1;2;1;3
7721;1;1;2;1;1;2;3
7722;2;1;1;1;2;2;1
7723;4;1;1;2;4;1;2
7724;4;1;2;1;1;3;3
7725;3;0;3;1;4;4;4
7726;4;1;1;2;1;1;1
7727;2;0;1;4;1;1;3
7728;2;1;3;2;2;4;3
7729;1;0;4;2;4;1;4
7730;4;1;2;3;2;2;1
7731;2;0;3;1;3;2;4
7732;1;0;2;3;3;3;2
7733;1;0;3;2;3;3;2
7734;1;0;2;3;3;4;4
7735;1;0;2;4;1;1;3
7736;1;0;1;2;1;4;4
7737;2;1;2;2;4;2;2
7738;4;1;1;4;3;4;4
7739;3;1;4;1;4;1;1
7740;4;1;1;1;3;2;4
7741;4;1;2;4;1;2;2
7742;2;0;3;2;4;2;2
7743;1;0;3;1;2;3;4
7744;1;0;1;1;1;4;2
7745;1;0;4;1;3;4;3
7746;2;0;1;1;3;2;1
7747;3;0;3;2;3;4;4
7748;2;0;2;2;3;1;3
7749;2;0;2;2;4;4;4
7750;3;1;4;2;3;2;2
7751;3;1;1;2;2;3;4
7752;3;1;3;3;2;2;2
7753;1;1;3;4;1;1;1
7754;1;1;1;4;2;1;2
7755;4;1;1;1;2;1;1
7756;3;1;1;1;2;2;1
7757;3;0;4;4;4;4;1
7758;4;0;2;4;2;4;2
7759;2;1;4;1;2;1;4
7760;3;1;3;1;2;2;1
7761;4;0;1;2;4;2;1
7762;3;1;2;1;1;2;1
7763;1;0;3;4;4;3;2
7764;1;0;3;2;2;4;1
7765;1;1;1;1;1;2;2
7766;3;0;4;2;4;1;4
7767;4;1;3;1;1;1;3
7768;4;1;1;3;1;1;1
7769;2;1;4;1;3;1;3
7770;4;1;2;1;4;1;3
7771;2;1;4;4;1;1;1
7772;3;1;1;3;3;1;4
7773;1;0;2;4;3;4;2
7774;4;0;4;2;3;2;3
7775;2;1;1;3;4;4;2
7776;3;1;2;1;2;2;2
7777;2;1;1;1;1;3;1
7778;4;1;3;2;3;4;4
7779;3;1;1;2;2;1;4
7780;1;0;1;2;3;4;2
7781;3;1;1;1;3;1;3
7782;2;0;2;2;3;4;1
7783;4;0;2;4;3;3;2
7784;2;0;1;2;4;1;4
7785;1;0;4;4;4;4;4
7786;1;0;4;3;4;4;4
7787;2;0;3;1;3;2;4
7788;4;0;4;2;4;4;1
7789;4;1;4;2;1;1;3
7790;4;1;2;2;1;2;2
7791;2;1;1;4;2;1;1
7792;1;0;4;1;3;4;3
7793;3;1;4;2;1;1;2
7794;3;1;1;3;1;4;3
7795;1;0;3;2;4;4;4
7796;2;0;1;3;4;2;1
7797;3;0;1;3;3;4;3
7798;3;1;1;1;1;1;3
7799;2;0;3;2;3;3;2
7800;1;0;2;1;4;2;4
7801;4;1;1;3;4;3;2
7802;3;1;3;4;1;3;2
7803;1;0;3;3;3;1;3
7804;2;0;3;2;4;4;3
7805;1;0;3;2;3;3;4
7806;1;0;2;4;3;2;3
7807;3;1;1;1;2;2;1
7808;3;1;2;2;3;1;3
7809;2;0;4;3;4;4;4
7810;3;1;3;3;1;4;2
7811;2;0;1;1;1;2;1
7812;1;1;1;2;3;3;2
7813;3;1;3;2;1;2;2
7814;2;0;1;2;2;1;4
7815;4;0;2;3;2;4;1
7816;2;0;4;4;2;1;4
7817;4;1;1;3;4;4;1
7818;2;0;4;2;4;1;4
7819;4;1;3;2;3;3;4
7820;2;1;1;2;3;2;2
7821;3;0;4;3;1;4;4
7822;2;0;3;2;2;4;2
7823;2;1;4;3;2;1;4
7824;4;0;3;2;2;4;3
7825;3;1;4;1;3;4;3
7826;2;0;3;3;4;3;3
7827;1;0;1;1;2;2;3
7828;3;0;4;3;4;4;4
7829;3;0;3;1;1;3;2
7830;1;1;2;3;2;4;1
7831;1;0;3;1;4;4;2
7832;1;0;4;2;1;1;3
7833;4;0;4;3;3;1;3
7834;2;0;4;1;4;3;2
7835;2;0;4;4;3;4;1
7836;3;1;4;3;2;3;2
7837;3;1;2;2;1;3;2
7838;3;0;3;1;3;1;2
7839;1;0;4;1;3;3;3
7840;3;1;4;2;2;3;1
7841;1;0;2;1;4;3;1
7842;2;1;4;3;1;2;1
7843;3;0;3;2;4;1;3
7844;2;1;1;1;1;1;4
7845;4;1;1;2;1;3;2
7846;3;1;3;1;4;1;3
7847;2;0;4;3;3;4;1
7848;4;1;4;2;1;4;2
7849;4;1;3;1;1;1;3
7850;2;0;4;1;4;2;1
7851;3;0;1;2;1;2;2
7852;3;1;1;2;2;3;3
7853;3;0;2;3;4;1;4
7854;4;1;4;4;4;2;1
7855;2;0;2;1;4;3;1
7856;4;1;3;1;2;3;1
7857;1;1;3;1;1;3;1
7858;3;1;1;1;3;2;2
7859;3;1;1;2;3;1;4
7860;1;0;4;4;4;4;4
7861;2;1;1;2;3;2;3
7862;2;1;3;2;1;2;4
7863;2;0;1;1;3;3;4
7864;1;0;4;1;3;4;1
7865;4;1;3;4;3;2;1
7866;2;1;1;3;2;2;1
7867;4;1;3;3;2;1;4
7868;2;1;1;3;3;1;4
7869;4;1;1;1;4;3;1
7870;4;0;3;4;4;4;2
7871;4;1;2;3;1;3;1
7872;2;0;4;1;3;3;4
7873;2;1;1;1;2;4;3
7874;4;1;1;1;4;2;1
7875;2;0;3;3;2;3;3
7876;4;0;1;4;4;3;3
7877;1;0;4;1;1;4;3
7878;2;0;2;1;2;2;2
7879;4;1;2;1;1;3;2
7880;2;1;2;1;3;1;2
7881;2;0;2;3;1;2;3
7882;3;1;4;1;1;1;1
7883;1;0;2;3;3;3;2
7884;1;0;4;4;4;1;1
7885;4;1;3;4;3;3;4
7886;4;1;1;1;1;1;1
7887;1;0;3;3;1;1;2
7888;3;0;1;2;4;4;4
7889;3;1;3;2;1;4;4
7890;3;1;1;2;1;3;1
7891;4;1;3;3;2;1;4
7892;4;1;2;2;1;2;3
7893;1;0;3;4;3;2;1
7894;3;1;1;2;3;2;1
7895;2;1;2;2;3;1;3
7896;2;0;3;2;4;3;4
7897;1;0;2;2;4;2;3
7898;3;1;2;4;3;1;2
7899;3;1;4;1;2;4;2
7900;4;1;3;1;2;3;4
7901;4;0;4;1;3;4;3
7902;1;1;4;2;3;4;4
7903;2;1;2;2;1;1;1
7904;2;0;1;2;4;3;4
7905;2;0;1;1;2;2;1
7906;2;0;1;1;4;2;1
7907;2;0;3;3;4;3;2
7908;2;0;4;3;4;3;3
7909;1;0;1;3;3;3;4
7910;3;0;3;4;4;4;3
7911;3;0;4;4;3;2;4
7912;1;1;2;1;1;2;3
7913;3;1;4;2;1;2;1
7914;3;0;3;1;1;1;2
7915;4;1;3;2;2;4;2
7916;2;0;4;4;1;3;3
7917;3;1;3;2;1;1;3
7918;4;1;2;4;4;2;4
7919;1;0;4;1;1;3;3
7920;1;0;4;3;2;2;2
7921;2;1;2;4;4;1;3
7922;2;0;1;4;1;2;3
7923;2;0;4;1;2;1;3
7924;1;1;2;1;1;2;3
7925;2;1;1;1;2;2;1
7926;4;1;1;2;4;1;2
7927;4;1;2;1;1;3;3
7928;3;0;3;1;4;4;4
7929;4;1;1;2;1;1;1
7930;2;0;1;4;1;1;3
7931;2;1;3;2;2;4;3
7932;1;0;4;2;4;1;4
7933;4;1;2;3;2;2;1
7934;2;0;3;1;3;2;4
7935;1;0;2;3;3;3;2
7936;1;0;3;2;3;3;2
7937;1;0;2;3;3;4;4
7938;1;0;2;4;1;1;3
7939;1;0;1;2;1;4;4
7940;2;1;2;2;4;2;2
7941;4;1;1;4;3;4;4
7942;3;1;4;1;4;1;1
7943;4;1;1;1;3;2;4
7944;4;1;2;4;1;2;2
7945;2;0;3;2;4;2;2
7946;1;0;3;1;2;3;4
7947;1;0;1;1;1;4;2
7948;1;0;4;1;3;4;3
7949;2;0;1;1;3;2;1
7950;3;0;3;2;3;4;4
7951;2;0;2;2;3;1;3
7952;2;0;2;2;4;4;4
7953;3;1;4;2;3;2;2
7954;3;1;1;2;2;3;4
7955;3;1;3;3;2;2;2
7956;1;1;3;4;1;1;1
7957;1;1;1;4;2;1;2
7958;4;1;1;1;2;1;1
7959;3;1;1;1;2;2;1
7960;3;0;4;4;4;4;1
7961;4;0;2;4;2;4;2
7962;2;1;4;1;2;1;4
7963;3;1;3;1;2;2;1
7964;4;0;1;2;4;2;1
7965;3;1;2;1;1;2;1
7966;1;0;3;4;4;3;2
7967;1;0;3;2;2;4;1
7968;1;1;1;1;1;2;2
7969;3;0;4;2;4;1;4
7970;4;1;3;1;1;1;3
7971;4;1;1;3;1;1;1
7972;2;1;4;1;3;1;3
7973;4;1;2;1;4;1;3
7974;2;1;4;4;1;1;1
7975;3;1;1;3;3;1;4
7976;1;0;2;4;3;4;2
7977;4;0;4;2;3;2;3
7978;2;1;1;3;4;4;2
7979;3;1;2;1;2;2;2
7980;2;1;1;1;1;3;1
7981;4;1;3;2;3;4;4
7982;3;1;1;2;2;1;4
7983;1;0;1;2;3;4;2
7984;3;1;1;1;3;1;3
7985;2;0;2;2;3;4;1
7986;4;0;2;4;3;3;2
7987;2;0;1;2;4;1;4
7988;1;0;4;4;4;4;4
7989;1;0;4;3;4;4;4
7990;2;0;3;1;3;2;4
7991;4;0;4;2;4;4;1
7992;4;1;4;2;1;1;3
7993;4;1;2;2;1;2;2
7994;2;1;1;4;2;1;1
7995;1;0;4;1;3;4;3
7996;3;1;4;2;1;1;2
7997;3;1;1;3;1;4;3
7998;1;0;3;2;4;4;4
7999;2;0;1;3;4;2;1
8000;3;0;1;3;3;4;3
8001;3;1;1;1;1;1;3
8002;2;0;3;2;3;3;2
8003;1;0;2;1;4;2;4
8004;4;1;1;3;4;3;2
8005;3;1;3;4;1;3;2
8006;1;0;3;3;3;1;3
8007;2;0;3;2;4;4;3
8008;1;0;3;2;3;3;4
8009;1;0;2;4;3;2;3
8010;3;1;1;1;2;2;1
8011;3;1;2;2;3;1;3
8012;2;0;4;3;4;4;4
8013;3;1;3;3;1;4;2
8014;2;0;1;1;1;2;1
8015;1;1;1;2;3;3;2
8016;3;1;3;2;1;2;2
8017;2;0;1;2;2;1;4
8018;4;0;2;3;2;4;1
8019;2;0;4;4;2;1;4
8020;4;1;1;3;4;4;1
8021;2;0;4;2;4;1;4
8022;4;1;3;2;3;3;4
8023;2;1;1;2;3;2;2
8024;3;0;4;3;1;4;4
8025;2;0;3;2;2;4;2
8026;2;1;4;3;2;1;4
8027;4;0;3;2;2;4;3
8028;3;1;4;1;3;4;3
8029;2;0;3;3;4;3;3
8030;1;0;1;1;2;2;3
8031;3;0;4;3;4;4;4
8032;3;0;3;1;1;3;2
8033;1;1;2;3;2;4;1
8034;1;0;3;1;4;4;2
8035;1;0;4;2;1;1;3
8036;4;0;4;3;3;1;3
8037;2;0;4;1;4;3;2
8038;2;0;4;4;3;4;1
8039;3;1;4;3;2;3;2
8040;3;1;2;2;1;3;2
8041;3;0;3;1;3;1;2
8042;1;0;4;1;3;3;3
8043;3;1;4;2;2;3;1
8044;1;0;2;1;4;3;1
8045;2;1;4;3;1;2;1
8046;3;0;3;2;4;1;3
8047;2;1;1;1;1;1;4
8048;4;1;1;2;1;3;2
8049;3;1;3;1;4;1;3
8050;2;0;4;3;3;4;1
8051;4;1;4;2;1;4;2
8052;4;1;3;1;1;1;3
8053;2;0;4;1;4;2;1
8054;3;0;1;2;1;2;2
8055;3;1;1;2;2;3;3
8056;3;0;2;3;4;1;4
8057;4;1;4;4;4;2;1
8058;2;0;2;1;4;3;1
8059;4;1;3;1;2;3;1
8060;1;1;3;1;1;3;1
8061;3;1;1;1;3;2;2
8062;3;1;1;2;3;1;4
8063;1;0;4;4;4;4;4
8064;2;1;1;2;3;2;3
8065;2;1;3;2;1;2;4
8066;2;0;1;1;3;3;4
8067;1;0;4;1;3;4;1
8068;4;1;3;4;3;2;1
8069;2;1;1;3;2;2;1
8070;4;1;3;3;2;1;4
8071;2;1;1;3;3;1;4
8072;4;1;1;1;4;3;1
8073;4;0;3;4;4;4;2
8074;4;1;2;3;1;3;1
8075;2;0;4;1;3;3;4
8076;2;1;1;1;2;4;3
8077;4;1;1;1;4;2;1
8078;2;0;3;3;2;3;3
8079;4;0;1;4;4;3;3
8080;1;0;4;1;1;4;3
8081;2;0;2;1;2;2;2
8082;4;1;2;1;1;3;2
8083;2;1;2;1;3;1;2
8084;2;0;2;3;1;2;3
8085;3;1;4;1;1;1;1
8086;1;0;2;3;3;3;2
8087;1;0;4;4;4;1;1
8088;4;1;3;4;3;3;4
8089;4;1;1;1;1;1;1
8090;1;0;3;3;1;1;2
8091;3;0;1;2;4;4;4
8092;3;1;3;2;1;4;4
8093;3;1;1;2;1;3;1
8094;4;1;3;3;2;1;4
8095;4;1;2;2;1;2;3
8096;1;0;3;4;3;2;1
8097;3;1;1;2;3;2;1
8098;2;1;2;2;3;1;3
8099;2;0;3;2;4;3;4
8100;1;0;2;2;4;2;3
8101;3;1;2;4;3;1;2
8102;3;1;4;1;2;4;2
8103;4;1;3;1;2;3;4
8104;4;0;4;1;3;4;3
8105;1;1;4;2;3;4;4
8106;2;1;2;2;1;1;1
8107;2;0;1;2;4;3;4
8108;2;0;1;1;2;2;1
8109;2;0;1;1;4;2;1
8110;2;0;3;3;4;3;2
8111;2;0;4;3;4;3;3
8112;1;0;1;3;3;3;4
8113;3;0;3;4;4;4;3
8114;3;0;4;4;3;2;4
8115;1;1;2;1;1;2;3
8116;3;1;4;2;1;2;1
8117;3;0;3;1;1;1;2
8118;4;1;3;2;2;4;2
8119;2;0;4;4;1;3;3
8120;3;1;3;2;1;1;3
8121;4;1;2;4;4;2;4
8122;1;0;4;1;1;3;3
8123;1;0;4;3;2;2;2
8124;2;1;2;4;4;1;3
8125;2;0;1;4;1;2;3
8126;2;0;4;1;2;1;3
8127;1;1;2;1;1;2;3
8128;2;1;1;1;2;2;1
8129;4;1;1;2;4;1;2
8130;4;1;2;1;1;3;3
8131;3;0;3;1;4;4;4
8132;4;1;1;2;1;1;1
8133;2;0;1;4;1;1;3
8134;2;1;3;2;2;4;3
8135;1;0;4;2;4;1;4
8136;4;1;2;3;2;2;1
8137;2;0;3;1;3;2;4
8138;1;0;2;3;3;3;2
8139;1;0;3;2;3;3;2
8140;1;0;2;3;3;4;4
8141;1;0;2;4;1;1;3
8142;1;0;1;2;1;4;4
8143;2;1;2;2;4;2;2
8144;4;1;1;4;3;4;4
8145;3;1;4;1;4;1;1
8146;4;1;1;1;3;2;4
8147;4;1;2;4;1;2;2
8148;2;0;3;2;4;2;2
8149;1;0;3;1;2;3;4
8150;1;0;1;1;1;4;2
8151;1;0;4;1;3;4;3
8152;2;0;1;1;3;2;1
8153;3;0;3;2;3;4;4
8154;2;0;2;2;3;1;3
8155;2;0;2;2;4;4;4
8156;3;1;4;2;3;2;2
8157;3;1;1;2;2;3;4
8158;3;1;3;3;2;2;2
8159;1;1;3;4;1;1;1
8160;1;1;1;4;2;1;2
8161;4;1;1;1;2;1;1
8162;3;1;1;1;2;2;1
8163;3;0;4;4;4;4;1
8164;4;0;2;4;2;4;2
8165;2;1;4;1;2;1;4
8166;3;1;3;1;2;2;1
8167;4;0;1;2;4;2;1
8168;3;1;2;1;1;2;1
8169;1;0;3;4;4;3;2
8170;1;0;3;2;2;4;1
8171;1;1;1;1;1;2;2
8172;3;0;4;2;4;1;4
8173;4;1;3;1;1;1;3
8174;4;1;1;3;1;1;1
8175;2;1;4;1;3;1;3
8176;4;1;2;1;4;1;3
8177;2;1;4;4;1;1;1
8178;3;1;1;3;3;1;4
8179;1;0;2;4;3;4;2
8180;4;0;4;2;3;2;3
8181;2;1;1;3;4;4;2
8182;3;1;2;1;2;2;2
8183;2;1;1;1;1;3;1
8184;4;1;3;2;3;4;4
8185;3;1;1;2;2;1;4
8186;1;0;1;2;3;4;2
8187;3;1;1;1;3;1;3
8188;2;0;2;2;3;4;1
8189;4;0;2;4;3;3;2
8190;2;0;1;2;4;1;4
8191;1;0;4;4;4;4;4
8192;1;0;4;3;4;4;4
8193;2;0;3;1;3;2;4
8194;4;0;4;2;4;4;1
8195;4;1;4;2;1;1;3
8196;4;1;2;2;1;2;2
8197;2;1;1;4;2;1;1
8198;1;0;4;1;3;4;3
8199;3;1;4;2;1;1;2
8200;3;1;1;3;1;4;3
8201;1;0;3;2;4;4;4
8202;2;0;1;3;4;2;1
8203;3;0;1;3;3;4;3
8204;3;1;1;1;1;1;3
8205;2;0;3;2;3;3;2
8206;1;0;2;1;4;2;4
8207;4;1;1;3;4;3;2
8208;3;1;3;4;1;3;2
8209;1;0;3;3;3;1;3
8210;2;0;3;2;4;4;3
8211;1;0;3;2;3;3;4
8212;1;0;2;4;3;2;3
8213;3;1;1;1;2;2;1
8214;3;1;2;2;3;1;3
8215;2;0;4;3;4;4;4
8216;3;1;3;3;1;4;2
8217;2;0;1;1;1;2;1
8218;1;1;1;2;3;3;2
8219;3;1;3;2;1;2;2
8220;2;0;1;2;2;1;4
8221;4;0;2;3;2;4;1
8222;2;0;4;4;2;1;4
8223;4;1;1;3;4;4;1
8224;2;0;4;2;4;1;4
8225;4;1;3;2;3;3;4
8226;2;1;1;2;3;2;2
8227;3;0;4;3;1;4;4
8228;2;0;3;2;2;4;2
8229;2;1;4;3;2;1;4
8230;4;0;3;2;2;4;3
8231;3;1;4;1;3;4;3
8232;2;0;3;3;4;3;3
